disp_id,client_id,account_id,type_disp,frequency,Creation_account,card_id,Type_card,issued_date,district_id,district_name,region,nbr_inhabitants,nbr_municipalities_inhabitants < 499,nbr_municipalities_inhabitants 500-1999,nbr_municipalities_inhabitants 2000-9999,nbr_municipalities_inhabitants  >10000,nbr_cities,ratio_urban_inhabitants,average_salary,unemploymant_rate95,unemploymant_rate96,nbr_enterpreneurs_1000inhabitants,nbr_crimes95,nbr_crimes96,client_age,gender,birthdate,Credits,Withdrawals,remittance_another_bank,collection_another_bank,credit_cash,withdrawal_cash,creditcard_withdrawal,Q1-1993,Q1-1994,Q1-1995,Q1-1996,Q1-1997,Q1-1998,Q2-1993,Q2-1994,Q2-1995,Q2-1996,Q2-1997,Q2-1998,Q3-1993,Q3-1994,Q3-1995,Q3-1996,Q3-1997,Q3-1998,Q4-1993,Q4-1994,Q4-1995,Q4-1996,Q4-1997,Q4-1998,Other,Leasing,Insurance_Pay,Household_Pay,Loan_Pay,nbr_Other,nbr_Leasing,nbr_Insurance_Pay,nbr_Household_Pay,nbr_Loan_Pay,loan_id,date,amount,duration,payments,status
4015,4015,3322,OWNER,Weekly,1996-03-20,,,,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,27.0,female,1972-12-27,853934.2000000001,762758.0,99209.0,,847514.0,663549.0,,0,0,0,1,17,24,0,0,0,11,16,21,0,0,0,17,15,13,0,0,0,21,28,31,,,,3421.0,,,,,1.0,,,,,,,
4016,4016,3323,OWNER,Monthly,1993-09-08,,,,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,29.0,female,1971-05-25,1530832.2999999998,,206382.0,,1517145.5,1247141.4000000004,,0,18,22,22,22,22,0,17,18,18,19,17,3,19,17,16,16,16,12,30,28,27,30,25,,,,3498.0,,,,,1.0,,,,,,,
4017,4017,3323,DISPONENT,Monthly,1993-09-08,,,,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,36.0,male,1964-05-15,1530832.2999999998,,206382.0,,1517145.5,1247141.4000000004,,0,18,22,22,22,22,0,17,18,18,19,17,3,19,17,16,16,16,12,30,28,27,30,25,,,,3498.0,,,,,1.0,,,,,,,
4018,4018,3324,OWNER,Monthly,1997-10-17,629.0,junior,1998-09-25,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,19.0,female,1980-09-07,143395.39999999997,,44024.0,,141053.0,36931.399999999994,5200.0,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,7,32,2146.0,,,2471.0,,1.0,,,1.0,,,,,,,
4019,4019,3325,OWNER,Monthly,1997-11-03,630.0,classic,1998-09-18,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,54.0,male,1945-09-16,571419.7999999999,481379.3999999999,,566015.0,1500.0,478979.3999999999,2400.0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,19,0,0,0,0,6,28,,,,,,,,,,,,,,,,
4020,4020,3326,OWNER,Monthly,1993-11-11,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,47.0,female,1953-03-31,2008817.1999999997,2005235.0000000014,,,2000476.0,2005235.0000000019,,0,8,22,12,12,6,0,16,15,15,16,7,0,14,15,19,15,8,2,28,28,29,22,11,,,,,,,,,,,,,,,,
4021,4021,3327,OWNER,Monthly,1993-04-16,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,51.0,male,1948-12-10,851883.9,,396352.0,,842060.0,386279.7999999996,,0,19,22,20,20,20,7,18,18,19,20,21,12,22,18,19,18,22,30,34,33,37,32,34,4270.0,,,1923.0,,1.0,,,1.0,,,,,,,
4022,4022,3328,OWNER,Monthly,1997-03-17,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,74.0,male,1926-02-10,106412.50000000001,,52800.0,103971.0,800.0,29363.599999999984,,0,0,0,0,1,20,0,0,0,0,3,13,0,0,0,0,8,13,0,0,0,0,23,23,,,,3300.0,,,,,1.0,,,,,,,
4023,4023,3328,DISPONENT,Monthly,1997-03-17,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,75.0,female,1925-05-17,106412.50000000001,,52800.0,103971.0,800.0,29363.599999999984,,0,0,0,0,1,20,0,0,0,0,3,13,0,0,0,0,8,13,0,0,0,0,23,23,,,,3300.0,,,,,1.0,,,,,,,
4024,4024,3329,OWNER,Monthly,1996-10-12,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,35.0,male,1964-10-16,556327.7000000001,,222726.0,,552576.5,296366.6000000001,,0,0,0,0,12,24,0,0,0,0,20,20,0,0,0,0,19,19,0,0,0,7,34,34,,,,9249.0,1604.0,,,,1.0,1.0,5651.0,1997-12-08,19248.0,12.0,1604.0,A
4025,4025,3329,DISPONENT,Monthly,1996-10-12,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,28.0,female,1971-10-07,556327.7000000001,,222726.0,,552576.5,296366.6000000001,,0,0,0,0,12,24,0,0,0,0,20,20,0,0,0,0,19,19,0,0,0,7,34,34,,,,9249.0,1604.0,,,,1.0,1.0,5651.0,1997-12-08,19248.0,12.0,1604.0,A
4026,4026,3330,OWNER,Monthly,1995-07-08,,,,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,54.0,female,1945-09-24,1799289.0,1749310.2000000011,182816.0,,1790204.0,1566494.2000000011,,0,0,0,9,28,14,0,0,0,20,22,17,0,0,3,22,23,21,0,0,9,42,32,35,,3651.7,,5713.0,,,1.0,,1.0,,,,,,,
4027,4027,3331,OWNER,Monthly,1997-02-20,,,,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,35.0,female,1965-06-28,338391.49999999994,,90992.0,,335886.0,230708.20000000007,,0,0,0,0,4,25,0,0,0,0,9,20,0,0,0,0,17,18,0,0,0,0,32,31,1436.0,,,3832.0,,1.0,,,1.0,,,,,,,
4028,4028,3331,DISPONENT,Monthly,1997-02-20,,,,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,29.0,male,1970-08-08,338391.49999999994,,90992.0,,335886.0,230708.20000000007,,0,0,0,0,4,25,0,0,0,0,9,20,0,0,0,0,17,18,0,0,0,0,32,31,1436.0,,,3832.0,,1.0,,,1.0,,,,,,,
4029,4029,3332,OWNER,Monthly,1997-03-25,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,33.0,male,1967-01-03,197530.90000000002,,,,194662.0,136533.60000000003,,0,0,0,0,1,21,0,0,0,0,9,14,0,0,0,0,11,13,0,0,0,0,23,21,,,,,,,,,,,,,,,,
4030,4030,3333,OWNER,Monthly,1997-11-27,,,,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,23.0,female,1976-09-21,108092.69999999998,,,,106655.0,74166.8,,0,0,0,0,0,9,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,4,20,,,,,,,,,,,,,,,,
4031,4031,3334,OWNER,Monthly,1996-07-09,,,,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,25.0,male,1975-05-22,169977.29999999996,,,,167571.0,127600.0,,0,0,0,0,3,5,0,0,0,0,6,6,0,0,0,1,6,7,0,0,0,3,12,8,,,,,,,,,,,,,,,,
4032,4032,3335,OWNER,Monthly,1996-02-18,,,,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,35.0,female,1964-08-02,114497.00000000001,,62930.0,110670.0,1000.0,24663.399999999994,,0,0,0,2,14,15,0,0,0,3,14,14,0,0,0,13,13,12,0,0,0,23,24,21,,,,2170.0,,,,,1.0,,,,,,,
4033,4033,3336,OWNER,Monthly,1994-09-19,,,,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,74.0,male,1925-10-15,294957.39999999997,,139778.0,290292.0,900.0,139381.60000000012,,0,0,14,17,13,13,0,0,16,15,16,15,0,1,14,15,14,13,0,4,25,25,23,23,,,,2974.0,,,,,1.0,,,,,,,
4034,4034,3337,OWNER,After_transaction,1997-02-22,,,,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,63.0,male,1937-07-17,1290492.9,1186123.0,109117.0,,1285558.0,1077006.0,,0,0,0,0,5,28,0,0,0,0,14,24,0,0,0,0,21,19,0,0,0,0,39,37,,,,5743.0,,,,,1.0,,,,,,,
4035,4035,3337,DISPONENT,After_transaction,1997-02-22,,,,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,69.0,female,1930-08-20,1290492.9,1186123.0,109117.0,,1285558.0,1077006.0,,0,0,0,0,5,28,0,0,0,0,14,24,0,0,0,0,21,19,0,0,0,0,39,37,,,,5743.0,,,,,1.0,,,,,,,
4036,4036,3338,OWNER,Monthly,1995-12-24,,,,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,23.0,female,1976-07-09,553357.6,,233461.0,,549744.0,270612.60000000015,,0,0,0,9,17,13,0,0,0,13,17,13,0,0,0,16,15,14,0,0,1,27,25,25,,,,7531.0,,,,,1.0,,,,,,,
4037,4037,3339,OWNER,Monthly,1996-09-27,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,33.0,female,1966-10-22,247065.29999999993,,77142.0,,243888.0,137821.20000000007,,0,0,0,0,13,22,0,0,0,0,15,17,0,0,0,1,17,17,0,0,0,10,28,28,,,,3354.0,,,,,1.0,,,,,,,
4040,4040,3342,OWNER,Monthly,1997-10-06,,,,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,39.0,female,1961-05-17,255165.10000000003,,83350.0,,252549.0,133586.00000000003,,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,9,27,,,,8335.0,,,,,1.0,,,,,,,
4041,4041,3342,DISPONENT,Monthly,1997-10-06,,,,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,46.0,male,1954-01-26,255165.10000000003,,83350.0,,252549.0,133586.00000000003,,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,9,27,,,,8335.0,,,,,1.0,,,,,,,
4042,4042,3343,OWNER,Monthly,1997-08-03,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,60.0,male,1939-09-04,428017.90000000014,,118476.0,,424552.0,247355.20000000007,,0,0,0,0,0,25,0,0,0,0,0,19,0,0,0,0,6,19,0,0,0,0,17,32,7661.0,,,2212.0,,1.0,,,1.0,,,,,,,
4043,4043,3344,OWNER,Monthly,1997-05-15,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,47.0,female,1953-05-09,936969.0000000002,850657.1999999997,145129.0,,932346.0,705528.1999999998,,0,0,0,0,0,29,0,0,0,0,6,28,0,0,0,0,17,23,0,0,0,0,29,33,,,,8537.0,,,,,1.0,,,,,,,
4044,4044,3345,OWNER,Monthly,1993-12-08,,,,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,70.0,female,1930-04-29,259065.49999999997,,,256860.0,600.0,251466.8000000002,,0,3,22,23,21,22,0,11,14,16,15,16,0,15,13,14,14,12,1,24,25,23,23,21,,,,,,,,,,,,,,,,
4046,4046,3346,OWNER,Monthly,1997-07-25,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,55.0,female,1944-12-18,443338.8000000001,,93678.0,,440867.0,314715.2,,0,0,0,0,0,28,0,0,0,0,0,20,0,0,0,0,7,20,0,0,0,0,19,32,4930.0,,,2276.0,,1.0,,,1.0,,,,,,,
4047,4047,3346,DISPONENT,Monthly,1997-07-25,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,63.0,male,1937-01-28,443338.8000000001,,93678.0,,440867.0,314715.2,,0,0,0,0,0,28,0,0,0,0,0,20,0,0,0,0,7,20,0,0,0,0,19,32,4930.0,,,2276.0,,1.0,,,1.0,,,,,,,
4048,4048,3347,OWNER,Monthly,1996-08-19,,,,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,76.0,male,1923-11-24,152564.6,,60352.0,149996.0,600.0,75145.79999999999,,0,0,0,0,17,16,0,0,0,0,13,12,0,0,0,2,14,13,0,0,0,5,29,22,,,,2624.0,,,,,1.0,,,,,,,
4049,4049,3348,OWNER,Monthly,1994-12-08,,,,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,54.0,male,1945-09-13,985189.6000000002,,254628.0,,974054.0,660102.3999999994,,0,0,9,23,23,24,0,0,15,17,17,16,0,0,15,16,15,16,0,3,27,29,27,27,,,,5787.0,,,,,1.0,,,,,,,
4050,4050,3349,OWNER,Monthly,1996-03-28,,,,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,51.0,male,1948-12-30,664821.2999999998,,220429.0,,660321.0,406708.7999999998,,0,0,0,1,17,18,0,0,0,9,18,15,0,0,0,15,16,16,0,0,0,28,28,28,,,,7601.0,,,,,1.0,,,,,,,
4051,4051,3350,OWNER,Monthly,1996-07-13,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,50.0,male,1949-10-06,269238.69999999995,,87864.0,,266866.0,147970.40000000008,,0,0,0,0,20,19,0,0,0,0,14,14,0,0,0,7,15,13,0,0,0,17,24,21,,,,3661.0,,,,,1.0,,,,,,,
4052,4052,3350,DISPONENT,Monthly,1996-07-13,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,49.0,female,1950-10-17,269238.69999999995,,87864.0,,266866.0,147970.40000000008,,0,0,0,0,20,19,0,0,0,0,14,14,0,0,0,7,15,13,0,0,0,17,24,21,,,,3661.0,,,,,1.0,,,,,,,
4053,4053,3351,OWNER,Monthly,1996-03-08,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,70.0,female,1929-09-23,193053.30000000005,,78300.0,188462.0,300.0,89293.4,,0,0,0,3,19,18,0,0,0,6,13,16,0,0,0,12,15,17,0,0,0,24,28,27,,,,2700.0,,,,,1.0,,,,,,,
4054,4054,3352,OWNER,Monthly,1993-11-08,,,,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,41.0,female,1959-02-08,350341.20000000007,,167466.0,,344740.0,165232.2000000002,,0,10,24,21,23,18,0,19,19,20,19,17,0,19,19,19,18,16,6,31,31,32,30,27,578.0,,,2360.0,,1.0,,,1.0,,,,,,,
4055,4055,3353,OWNER,Monthly,1996-08-27,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,47.0,female,1953-06-01,1007654.8000000002,967016.1999999989,388920.40000000014,,1003161.0,578095.7999999996,,0,0,0,0,32,26,0,0,0,0,30,21,0,0,0,4,30,24,0,0,0,13,53,39,58.0,,414.0,10616.0,6086.2,1.0,,1.0,1.0,1.0,5656.0,1997-02-09,146064.0,24.0,6086.0,C
4056,4056,3354,OWNER,Monthly,1993-11-05,,,,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,47.0,female,1952-07-26,742105.4999999998,,273597.0,,735360.0,437832.1999999996,,0,13,33,33,33,29,0,26,25,26,24,25,0,25,27,25,24,26,6,43,42,43,45,42,2704.0,,1540.0,489.0,415.0,1.0,,1.0,1.0,1.0,5657.0,1994-07-05,4980.0,12.0,415.0,A
4057,4057,3355,OWNER,Monthly,1994-02-26,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,78.0,female,1922-06-11,344859.50000000006,,139050.0,334544.0,1100.0,135483.80000000016,,0,2,22,20,19,19,0,3,16,18,14,15,0,14,14,14,12,13,0,28,24,26,23,23,,,,2575.0,,,,,1.0,,,,,,,
4059,4059,3357,OWNER,Monthly,1995-07-26,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,76.0,male,1924-05-11,281352.8,,66276.0,276381.0,400.0,177755.60000000012,,0,0,0,17,17,18,0,0,0,17,17,15,0,0,3,15,15,15,0,0,11,26,27,27,,,,1841.0,,,,,1.0,,,,,,,
4060,4060,3358,OWNER,Monthly,1996-02-21,,,,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,46.0,female,1954-06-21,114861.8,,63840.0,111486.0,900.0,28803.399999999987,,0,0,0,2,23,23,0,0,0,3,15,19,0,0,0,14,16,16,0,0,0,30,28,29,446.0,,,1740.0,,1.0,,,1.0,,,,,,,
4061,4061,3359,OWNER,Monthly,1996-07-30,631.0,junior,1998-06-09,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,21.0,male,1978-12-24,142583.9,,48912.0,107561.0,31400.0,57250.39999999997,4900.0,0,0,0,0,22,21,0,0,0,0,16,16,0,0,0,7,15,17,0,0,0,18,29,26,,,,2038.0,,,,,1.0,,,,,,,
4062,4062,3360,OWNER,Monthly,1997-11-10,,,,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,49.0,male,1950-08-08,221552.0,,82746.0,,219513.5,80796.80000000003,,0,0,0,0,0,9,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,4,27,,,,9194.0,,,,,1.0,,,,,,,
4063,4063,3361,OWNER,Monthly,1993-08-26,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,34.0,female,1966-02-16,761166.7999999999,,369240.0,,750054.5,318321.40000000014,,0,20,24,21,26,21,0,17,15,15,16,17,4,17,16,17,15,18,13,29,27,28,26,26,,,,6154.0,,,,,1.0,,,,,,,
4064,4064,3361,DISPONENT,Monthly,1993-08-26,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,28.0,male,1972-02-08,761166.7999999999,,369240.0,,750054.5,318321.40000000014,,0,20,24,21,26,21,0,17,15,15,16,17,4,17,16,17,15,18,13,29,27,28,26,26,,,,6154.0,,,,,1.0,,,,,,,
4065,4065,3362,OWNER,Monthly,1995-01-25,,,,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,58.0,male,1942-06-27,608272.6000000002,,313642.0,,601742.0,265313.2000000002,,0,0,7,24,25,23,0,0,13,16,17,17,0,0,16,17,17,16,0,0,28,29,29,26,,,,7294.0,,,,,1.0,,,,,,,
4066,4066,3363,OWNER,Monthly,1995-06-24,,,,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,63.0,female,1936-11-28,190092.3,,93594.0,185304.0,1100.0,73110.2,,0,0,0,19,18,19,0,0,1,13,14,13,0,0,3,13,13,15,0,0,13,22,22,22,,,,2463.0,,,,,1.0,,,,,,,
4067,4067,3364,OWNER,Weekly,1994-12-08,,,,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,41.0,female,1959-07-08,2100990.9,2012062.0,272360.0,,2090374.0,1739702.0,,0,0,10,19,26,25,0,0,19,19,25,25,0,0,20,20,29,26,0,1,38,28,45,53,699.0,3651.7,,5491.0,,1.0,1.0,,1.0,,,,,,,
4068,4068,3365,OWNER,Monthly,1997-11-18,,,,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,76.0,male,1924-06-25,93124.20000000001,,26775.0,90922.0,1100.0,39946.79999999999,,0,0,0,0,0,9,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,2,31,,,,2975.0,,,,,2.0,,,,,,,
4069,4069,3366,OWNER,Monthly,1996-03-02,632.0,classic,1998-11-19,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,41.0,male,1959-03-07,529682.7000000001,,163196.0,,523736.0,313923.4,2200.0,0,0,0,3,24,27,0,0,0,10,18,20,0,0,0,19,20,20,0,0,0,32,33,32,1608.0,,,3964.0,,1.0,,,1.0,,,,,,,
4070,4070,3366,DISPONENT,Monthly,1996-03-02,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,41.0,female,1959-05-23,529682.7000000001,,163196.0,,523736.0,313923.4,2200.0,0,0,0,3,24,27,0,0,0,10,18,20,0,0,0,19,20,20,0,0,0,32,33,32,1608.0,,,3964.0,,1.0,,,1.0,,,,,,,
4071,4071,3367,OWNER,Monthly,1993-04-01,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,57.0,female,1942-12-15,1751806.4000000001,,194376.0,,1731300.0,1492574.4000000008,,0,20,18,21,18,20,10,20,18,20,21,21,14,20,22,19,20,21,30,34,32,32,33,36,2119.0,,,904.0,,1.0,,,1.0,,,,,,,
4072,4072,3367,DISPONENT,Monthly,1993-04-01,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,59.0,male,1941-05-08,1751806.4000000001,,194376.0,,1731300.0,1492574.4000000008,,0,20,18,21,18,20,10,20,18,20,21,21,14,20,22,19,20,21,30,34,32,32,33,36,2119.0,,,904.0,,1.0,,,1.0,,,,,,,
4073,4073,3368,OWNER,Monthly,1995-09-14,,,,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,45.0,male,1955-02-10,695861.4000000001,,276780.0,,687397.5,325636.39999999997,,0,0,0,17,28,28,0,0,0,22,23,24,0,0,1,24,24,23,0,0,10,40,40,38,3343.0,,176.0,4389.0,,1.0,,1.0,1.0,,,,,,,
4074,4074,3368,DISPONENT,Monthly,1995-09-14,,,,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,42.0,female,1958-06-08,695861.4000000001,,276780.0,,687397.5,325636.39999999997,,0,0,0,17,28,28,0,0,0,22,23,24,0,0,1,24,24,23,0,0,10,40,40,38,3343.0,,176.0,4389.0,,1.0,,1.0,1.0,,,,,,,
4075,4075,3369,OWNER,Monthly,1994-12-01,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,55.0,female,1944-09-18,325389.6,,133452.0,,319425.0,137942.4000000001,,0,0,9,22,20,20,0,0,18,20,21,21,0,0,17,18,20,18,0,4,32,32,33,33,3007.0,,,26.0,,1.0,,,1.0,,,,,,,
4076,4076,3370,OWNER,Monthly,1993-11-15,,,,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,30.0,male,1969-11-17,1636073.6999999997,1614757.6,,1586352.0,41300.0,1614757.6000000015,,0,9,21,22,22,18,0,15,16,15,12,16,0,14,16,16,13,13,4,24,27,26,24,22,,2385.5,,,,,1.0,,,,,,,,,
4077,4077,3371,OWNER,Monthly,1993-11-04,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,45.0,female,1955-03-06,2073739.1,2042773.000000002,669842.0,,2063290.0,1372931.0000000019,,0,19,13,20,12,9,0,19,13,22,18,14,0,20,21,24,17,11,13,31,39,37,22,19,,,,11549.0,,,,,1.0,,,,,,,
4078,4078,3372,OWNER,Monthly,1994-05-26,633.0,classic,1997-10-12,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,49.0,male,1951-06-04,1452459.0999999999,,501738.0,,1440080.0,845629.9999999992,17200.0,0,0,18,16,19,17,0,4,16,17,15,19,0,9,17,19,15,17,0,24,27,30,26,27,,,,9838.0,,,,,1.0,,,,,,,
4079,4079,3373,OWNER,Monthly,1996-01-18,,,,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,45.0,male,1955-06-29,728234.6999999998,,285541.0,,725010.0,406097.99999999977,,0,0,0,7,20,21,0,0,0,13,17,16,0,0,0,19,16,16,0,0,0,30,28,32,3435.0,,,5776.0,,1.0,,,1.0,,,,,,,
4080,4080,3374,OWNER,Monthly,1993-02-17,,,,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,56.0,female,1943-09-26,1857737.9999999995,1785049.900000003,,,1851240.0,1785049.9000000036,,5,19,17,5,12,20,28,18,15,7,16,23,31,17,15,11,6,20,42,29,14,18,12,30,,,,,,,,,,,,,,,,
4081,4081,3375,OWNER,Monthly,1997-01-15,634.0,junior,1998-09-22,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,22.0,male,1978-06-03,291878.9000000001,,,,287350.0,230562.80000000008,600.0,0,0,0,0,7,20,0,0,0,0,11,14,0,0,0,0,13,12,0,0,0,0,23,20,,,,,,,,,,,,,,,,
4082,4082,3376,OWNER,Monthly,1996-11-17,,,,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,39.0,female,1961-01-15,541003.5000000001,,142674.0,,537880.0,354851.9999999999,,0,0,0,0,9,16,0,0,0,0,16,17,0,0,0,0,17,17,0,0,0,4,29,27,,,,6794.0,,,,,1.0,,,,,,,
4083,4083,3377,OWNER,Monthly,1996-12-02,635.0,classic,1998-12-29,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,32.0,female,1968-01-30,588005.2999999999,,64800.0,,583220.0,457871.99999999977,,0,0,0,0,9,22,0,0,0,0,15,16,0,0,0,0,16,15,0,0,0,3,30,25,,,,3240.0,,,,,1.0,,,,,,,
4084,4084,3378,OWNER,Monthly,1994-03-14,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,42.0,male,1957-10-05,793236.6,,338511.0,,785050.0,432119.1999999996,,0,1,22,23,23,21,0,9,17,18,17,16,0,14,15,16,15,15,0,28,28,26,28,29,,,,6387.0,,,,,1.0,,,,,,,
4085,4085,3378,DISPONENT,Monthly,1994-03-14,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,47.0,female,1952-12-04,793236.6,,338511.0,,785050.0,432119.1999999996,,0,1,22,23,23,21,0,9,17,18,17,16,0,14,15,16,15,15,0,28,28,26,28,29,,,,6387.0,,,,,1.0,,,,,,,
